code,abstract
2021_article_doi_estimation_through_signal_arrival_time_distribution_a_th,"The challenge to reach 10 ps coincidence time resolution (CTR) in time-of-ﬂight positron emission tomography (TOF-PET) is triggering major efforts worldwide, but timing improvements of scintillation detectors will remain elusive without depth-of-interaction (DOI) correction in long crystals. Nonetheless, this momentum opportunely brings up the prospect of a fully time-based DOI estimation since fast timing signals intrinsically carry DOI information, even with a traditional single- ended readout. Consequently, extracting features of the detected signal time distribution could uncover the spatial origin of the interaction and in return, provide enhancement on the timing precision of detectors. We demonstrate the validity of a time-based DOI estimation concept in two steps. First, experimental measurements were carried out with current LSO:Ce:Ca crystals coupled to FBK NUV-HD SiPMs read out by fast high-frequency electronics to provide new evidence of a distinct DOI effect on CTR not observable before with slower electronics. Using this detector, a DOI discrimination using a double-threshold scheme on the analog timing signal together with the signal intensity information was also developed without any complex readout or detector modiﬁcation. As a second step, we explored by simulation the anticipated performance requirements of future detectors to efﬁciently estimate the DOI and we proposed four estimators that exploit either more generic or more precise features of the DOI-dependent timestamp distribution. A simple estimator using the time difference between two timestamps provided enhanced CTR. Additional improvements were achieved with estimators using multiple timestamps (e.g. kernel density estimation and neural network) converging to the Cramér–Rao lower bound developed in this work for a time-based DOI estimation. This two-step study provides insights on current and future possibilities in exploiting the timing signal features for DOI estimation aiming at ultra-fast CTR while maintaining detection efﬁciency for TOF PET."
2021_article_iso_19005_electronic_document_file_format_for_long_term_pres,"Nuclear Inst. and Methods in Physics Research, A 1001 (2021) 165237"
2021_article_issn_0020_4412_instruments_and_experimental_techniques_2021,"—A complex of four modern scintillation cosmic ray muon telescopes, which are part of the cosmic ray spectrograph after A.I. Kuzmin in Yakutsk, is described. Cosmic-ray detectors of this type are placed on the surface of the Earth, as well as in horizontal cuts that were specially dug in permafrost soils of a mine at depths of 7, 20, and 40 m of the water equivalent, and complement the previously created muon telescopes based on SGM-14 gas-discharge counters. New muon telescopes based on SC-301 scintillation counters have a significantly larger area and accuracy of registering muons of atmospheric origin and allow detection of charged particles from 13 different directions. We also report on a system for recording and transmitting data to a database server located at a distance from the Yakutsk cosmic ray station that operates under the control of the PostgreSQL10 system in real time."
2021_article_issn_1063_7788_physics_of_atomic_nuclei_2021_vol_84_no_6_pp,"—The TRASGO project develops high resolution tracking detectors, sensitive to single electrons and muons as well as to bundles of both kinds of particles. Two detectors are now operative and two more stations will start taking data for atmospheric studies soon. Thanks to the identiﬁcation capability of the detectors, they are well suited to estimate the arrival rates of primary cosmic rays with diﬀerent energy thresholds. This is validated after performing several simulations and opens new possibilities in the research of cosmic rays from ground-based detectors."
2021_article_meca_nica_estadi_stica,Luis Miguel Varela Departamento de Fı́sica de la Materia Condensada Universidad de Santiago de Compostela Tlf. +34881813966 E-mail: luismiguel.varela@usc.es 9 de marzo de 2021 Índice general
2021_article_mu_11a_f_sica_del_estado_s_lido,Summary unavailable from PDF text. Topic: Mu/11a física del estado sólido.
2021_article_on_the_visualisation_of_differential_forms,On the Visualisation of Differential Forms Dan Piponi December 1998
2021_article_online_icrc,ONLINE ICRC ICRC 2021 2021 THE ASTROPARTICLE PHYSICS CONFERENCE Berlin | Ger many THE ASTROPARTICLE PHYSICS CONFERENCE Ber37 lin International th | Ger many Cosmic Ray Conference 12–23 July 2021
2021_article_online_icrc_2,ONLINE ICRC ICRC 2021 2021 THE ASTROPARTICLE PHYSICS CONFERENCE Berlin | Ger many THE ASTROPARTICLE PHYSICS CONFERENCE Ber37 lin International th | Ger many Cosmic Ray Conference 12–23 July 2021
2021_article_prepared_for_submission_to_jinst,"Muon tomography or “muography” is an emerging imaging technique that uses cos- mogenic muons as the radiation source. Due to its diverse range of applications and the use of natural radiation, muography is being applied across many fields such as geology, archaeology, civil engineering, nuclear reactor monitoring, nuclear waste characterization, underground surveys, etc. Muons can be detected using various detector technologies, among which, resistive plate chambers (RPC) are a very cost effective choice. RPCs are planar detectors which use ionization in a thin gas gap to detect cosmic muons, already used since years in major particle accelerator experiments. We have developed a muon telescope (or “muoscope”) composed of small scale RPCs. The design goal for our muoscope is to be portable and autonomous, in order to take data in places that are not easily accessible. The whole setup is light and compact, such to be easily packed in a car trunk. Individual RPCs are hosted in gas-tight aluminium cases. There is no need for gas bottles, once the chambers are filled. The muoscope can be controlled from a reasonable distance using wireless connection. In this paper we summarize the guiding principles of our project and present some recent developments and future prospects, including a long-term stability study of the resistivity of the semiconductive coating obtained with serigraphy."
2021_article_variedades_diferenciables,Esta é a versión imprimible das presentacións utilizadas para impartir a materia “Variedades Diferenciables” durante os cursos 2020-21 e 2021-22 no Grao de Mate- máticas da Universidade de Santiago de Compostela.
2021_article_world_grid_of_cosmic_ray_vertical_cut_off_rigidity_for_the_l,"Cosmic ray cut-oﬀ rigidity tables and maps over the world concerning the epochs 2010, 2015 and the current one 2020 have been constructed. These maps display the eﬀective cut-oﬀ rigidity in every ﬁve degrees in latitude and in longitude at the altitude of 20 km above the surface of the international reference ellipsoid. The values of the geomagnetic cut-oﬀ rigidity were calculated in every 5° in latitude and in every 15° in longitude applying the well-known method of particle trajectory calculations resulted from the theory of the particle motion in the Earth’s magnetic ﬁeld. The applied software employed the 12th Generation of the International Geomagnetic Reference Field (IGRF 12) and trajectories were calculated at 0.01 GV intervals in order to determine the vertical cut-oﬀ rigidity for each location. Beyond the use of the calculated cut-oﬀ rigidity values as a basic reference of charged particle access to diﬀerent geographical locations during quiet and/or more intense geomagnetic periods, these results can be used for a long- term forecasting of the geomagnetic conditions variations. Ó 2021 COSPAR. Published by Elsevier B.V. All rights reserved."
